Number of Metabolites,Accuracy
1,0.6299028749028749
2,0.608564491064491
3,0.5898776223776224
4,0.6283197358197359
5,0.669291958041958
6,0.6859634809634809
7,0.6983780108780108
8,0.7144182206682206
9,0.684814491064491
10,0.7446629759129759
11,0.7123193473193473
12,0.7759663947163947
13,0.7624077311577311
14,0.777685508935509
15,0.764806721056721
16,0.7506021756021756
