Number of Metabolites,Accuracy
1,0.6287082362082361
2,0.5572338772338772
3,0.6001194638694639
4,0.5908576146076145
5,0.567503885003885
6,0.7272717560217561
7,0.8312548562548562
8,0.8219745532245533
9,0.7444104506604506
10,0.7632371794871794
11,0.8369745532245533
12,0.8201534576534577
13,0.7580701243201242
14,0.7718482905982906
15,0.789597902097902
16,0.8094259906759907
