,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,Class
41,-60341.91410602647,-60565.2889388989,-72856.81974226257,-36719.38629258275,-14253.177919025737,8466.1840799544,-32360.055804915417,-3581.0858765021867,-535.4390009228657,-3140.22742301497,-5803.77790166717,1834.9489525181368,773.4118448467432,-7454.2852476564085,-549.9178756655942,2086.543432353544,-10777.713411526842,259.8084213452856,-7401.8660654935675,-1744.9981607358711,control
42,-43427.187774546845,-71210.92675259542,-70128.21524738519,-26810.9403790168,-6633.48112280948,16536.44349062193,1033.5646380478563,6144.208496907167,4770.217126791868,2793.8339613202857,-3780.369464566938,1703.480043817189,4202.5455366297965,-3436.4187662298446,1087.577477183685,-7076.191005436726,-5306.435775454094,-3439.5593067130426,-5423.049200477889,-1536.3866903007436,control
43,-149.85258486733636,-34393.67628971091,-41729.98497679038,-9357.336106396198,-56020.76485152839,68276.03688842451,14152.527935377262,3523.258382897017,-6876.191616569367,-7242.714665350159,4833.481802842202,13258.17509444792,4985.226962434793,24235.57442728518,-6378.392640895688,-12077.413388548926,20568.25035369544,21724.719198599305,-14796.781296001538,-3891.1768387399106,control
44,-85320.15039050527,-29100.281307596662,-66099.09015877976,-86068.44309252247,-47227.75887041696,-14459.175122584144,60429.59112290663,-32754.001932682975,-19191.893575547296,36124.656294229804,4716.790600350068,14607.670581244432,42971.79066070909,-9720.480729168366,-27930.856752559015,15409.36007551536,8700.246913840398,311.18972580877164,-6479.533507213325,24389.122705275444,control
45,-44830.27287876847,10638.436932875673,-50496.63998620007,-2756.3320843240344,35720.73961095518,-59198.40887231213,-3921.49639557666,-12968.170188733075,268.8142722753804,-14924.38124476728,8832.165938611874,-12049.70043354003,-112.03589119854594,572.4683908999863,773.5483590649324,-2047.3820762642144,19520.389711187734,-3890.02176136728,-11010.79933370397,-1896.9011088653326,control
46,101605.10709064158,-56281.91687831314,101302.9263951302,-21136.637803048707,-62141.945827098585,70418.8340244606,16202.168135024132,21970.797815828097,-13810.499055057851,-10068.15963386472,2484.4506189803533,15442.231312120699,-4760.468561249229,1855.858731685257,5033.194538940265,584.6892839492164,4087.8659092312737,-8943.287083693942,-13049.482223242156,-1384.0744149988293,control
47,50597.81107040696,-36951.17910938489,122176.77044072447,-9930.459249519698,-40731.585770284015,32476.467597877545,25167.842882342553,39226.394965893385,18675.994554799116,-19311.293969698647,-1190.974076066337,-977.2034742144219,1436.1391581206046,-4933.31024163348,-5877.711105740527,1555.7454674319342,-3755.457780902563,8388.133682775906,-645.5128505306297,-3796.280354003878,control
48,-174717.2923430365,-46950.962352081224,212521.5004357709,-46505.17641437134,-67536.6582721757,-26398.94481614442,5951.841732797534,-19635.070761189825,16493.207178098608,-12476.31025178986,5566.2309882745085,5763.5180681519405,1833.7237052335734,-13929.241284888032,-2795.053847497363,11827.211800259185,3367.5977334516906,1840.0250797802807,-1172.2774077926701,-3742.5946653577507,control
49,-5864.165344922558,7591.2638962013925,114531.33977796686,-20466.409038576094,18511.429539929275,-18128.335367922493,26596.218650473867,36768.64122899922,21653.917458555166,-29171.224142451498,-960.5158228935818,142.35962539962435,-3150.890585333045,-3785.8423591881497,-371.38069266427146,10713.11628197591,10930.90454127742,-10783.021264592417,-10345.67389659982,-2691.1509643717486,control
50,-37843.65213224774,-23291.534154237987,118014.80158042758,-54630.35821568198,33428.77956140045,-70656.53250825017,-31010.193388054005,-2961.0021384823126,-7019.745427705033,-7659.277614890233,5150.333067364379,-10335.27347509418,6904.089392622485,10178.717852624339,-5001.870087110232,-3942.8344938081414,6893.618712911863,-3556.898927168563,-9603.671430763361,-17.575613587850913,control
51,-67258.24272682298,-10365.931500047807,-51983.48272053659,-60286.466962100814,6830.24233653604,101703.88347184843,15712.529722339066,16561.045825317746,15739.872688543377,1838.583985684792,-18591.738284031726,7706.7330094523695,2932.251959831372,10044.755967654728,902.9342364155737,-4772.4182794828,11557.180618549924,5808.054544738156,-3600.855396657311,-8811.952114974218,control
52,-21891.900188795746,-70806.06158379624,-38530.37581908735,-4603.087264175464,-42727.13780085155,-16494.310340858872,25576.852825925656,28605.440113198256,14041.266985662247,-10871.90735860703,-10430.907135139565,-3659.5871215561433,-11927.346195877173,10490.783329883641,-742.2994221698905,-5700.394674780566,-961.030822532935,1995.0658351093878,5439.796272263861,11146.307819266895,control
53,-47266.909927416316,10226.376477253863,-23934.09687037241,38296.43330066264,-70115.34329136557,52729.08680240518,-26653.881264997603,41834.59378942262,-18202.9192617294,7722.130358751958,-6988.2651636740775,-11748.267063828402,-3729.476858215534,-12038.472214769268,1709.055650754959,150.05314173780243,5820.459615291784,-6378.415301092201,1176.4599536288413,406.2112884275775,control
54,-118273.55471499756,86897.51525225482,-48878.218822601964,-99569.69688908945,48663.08254652126,25696.418832702944,-9329.19862151812,-23015.60336870882,13193.21315911886,10178.617398496894,3528.6834951188,-7424.168638376771,5477.830310571904,-15357.424081628289,2857.4279311810833,6985.619705267543,4086.0553240637855,5224.75123116635,3077.138753794654,-8916.99199449291,control
55,-15457.462188458976,-27538.449185259597,-8458.212932906692,46832.33475592353,-12358.061504490635,-36217.46848764163,-4234.356028819285,-4486.036335712442,22837.709916354434,23679.186084035722,14727.594184880954,-3524.5105113737145,9088.296448263462,-11469.947092082735,3527.5739284980405,-13813.159670803412,-3493.4847520153644,743.5231174651374,-13451.35653894055,-854.2898418275486,control
56,14040.845959904591,-69801.31359922368,-72088.78079638517,-2434.3979010759754,-39047.849472065245,-9606.5634760765,17937.414997068703,33499.43546636076,14516.359835395206,-9690.776941015425,-16983.114248630325,-2081.0053541897473,-7370.298300589196,5074.768646377574,-7681.035978966083,-5124.279885644303,-7133.238994376068,2959.4684563410583,2578.480680307323,8926.972973004857,control
57,-66856.5897231802,-40857.97650628044,-41053.921047469055,39710.40351089616,-81793.62443620779,472.8192547897492,-48585.385780416895,-15721.878195075864,-10683.253202988995,-30553.984871290617,4554.151268516706,3612.303621485122,-1036.046330230452,11081.141502022921,577.3686931398763,15632.489489726135,-7655.504202798591,2865.039841447478,-10300.73613785838,-6547.267835337493,control
58,-37866.08125204989,-85772.05050142936,-8775.645779403976,138610.30359643846,-57742.89067173548,46111.30494365151,1138.6743434768568,6255.708512817462,-42520.55148966361,6067.282906282341,18355.237959242124,-481.69402812370765,30198.195903680684,-3637.9890421122886,1908.5666803323802,14738.725179493405,8457.38536404077,-8744.349969073834,16775.22432635053,213.71860756962866,control
59,-8390.1601233792,-58270.85200221174,-42616.31995204572,4385.038929799931,45724.48224785271,-11951.996828947838,-45810.6632751823,21232.203831701136,3005.9515075089953,1744.2457330019374,-11384.421770115849,-8601.054585404116,11864.85129332434,-4518.333657499318,1602.2057166726122,960.0576995649158,-9063.209102866336,7156.648764631964,-564.2013305884071,2486.74519784688,control
60,211970.82366193386,-81887.88812538832,-67818.05001660842,-2191.469730099974,11031.63418892469,7577.667348628418,-12674.06233425001,25449.175947596905,-22171.799660998367,19691.955224873345,-15816.603017357087,-2042.2989462018772,8907.622584044346,-8812.021960071605,-5493.549622325396,1547.8187337611214,-8461.626023012444,10617.517373379276,-3536.380225162277,-9089.931681398939,control
61,18249.86742713651,33711.774197367835,-70512.86554547629,33677.605627971316,-8832.46946879906,-40238.42016202833,12980.391309886358,-17768.67825905736,-12965.765271960403,-33192.95901690112,-8503.685344563439,7334.119095967398,3348.7174941181243,-1685.9075522677108,8164.443004302091,-17044.145555711577,-13693.07117453752,-3309.943287299563,-10358.578092269556,6586.2189684915265,control
62,-55347.4934073246,-14949.585974102267,-52865.918791698496,29394.87475858402,-44229.97724289242,-23722.40898968519,-42720.93207454605,-26694.787971367277,9467.607050724017,-5415.1065913224775,-8815.482089311887,-13881.673087658199,-2715.9870371771776,-12495.01849997698,9889.56219566331,3587.4271041778825,6218.591559728394,9644.74990112382,-651.1551436262895,3225.7428975905123,control
63,-44877.802740661726,-174332.76621097408,121626.92153864694,156885.97355168586,124334.46130284351,-23371.3619228781,29951.92895272437,25457.827924276615,24785.04239524698,-27.204225839495255,-7661.3728885739465,38901.294563254225,-19734.796013575815,-19626.07229757838,3823.476112785275,13621.960586249303,6499.918812389939,8771.466730208938,-884.6817406869103,3089.0993224443196,control
64,159601.103634181,-74102.74280559017,25658.17877089173,-75280.7669648529,24893.759960646876,28151.183759606272,45231.95124565939,-26766.946874296587,-15183.724084678064,9700.096444310188,-348.0460813900977,-949.2055146343902,1830.4189761403688,-4182.996148908462,9138.091038434844,-9402.65076557942,-6799.795993250489,-12407.022463091536,4080.077079221687,-1290.4227767297577,control
65,-206710.34012708615,-38062.98127447951,-17471.303275141643,-6217.039485251249,-40770.301814267455,-1027.9372026646097,2021.4211153162892,5135.352437333494,-2537.4001504924213,4440.154848231638,-10726.989446576636,5830.346242455944,2974.3373784623545,7690.654260637261,705.2067739536044,-13889.174561426962,-969.9823654397616,11290.620912762628,1623.10362927915,-16.474235359612063,control
66,18961.747375318017,89772.79125794003,-31559.206047716536,8833.986667871335,26739.892686284118,38414.65359915749,17246.926452004565,15998.239991206081,16056.769854279866,-33491.64117735162,-4855.418570871068,7009.6910191219295,26121.481422040488,-15263.79153204023,5353.355986140629,2966.568597311368,-1923.0340109906037,-3998.927354393758,11124.537513711533,8894.20727377969,control
67,-13417.037766094782,-40275.440506414685,-23957.686248083948,12035.786917056075,-93890.14351692847,-35052.85214976512,-34355.543668632294,-2412.672402488801,12161.701544091045,36975.565092160716,-6344.098144386448,-1467.0926121063671,-12407.758417197865,-9768.495075718678,-3540.136206620988,10485.55920007948,18310.776623604947,-5939.155420933386,10382.023691074353,-7364.872847011423,control
68,-155068.71863555425,-49656.539185496724,-18208.345729111796,-21075.647751552726,-19218.862086649795,-24295.330849546594,-696.0885754111303,-17299.95671988313,5810.924706329305,-7216.581861047524,-2145.890166577709,11365.38862113093,-682.523530279319,3210.553121767127,10234.160119228,-9666.033430677797,-4843.60269464964,-4082.2095395535557,3618.4667363527337,4137.951914505193,control
69,67857.88751286396,-64429.82104797819,-47800.19876349332,-27951.698267462918,-2157.6573475272317,1029.584558241578,7571.658061801755,-28617.634554625027,-9095.595624631775,11473.27464604319,-727.761559786982,1083.2601288458488,-3343.669458053972,-8535.295302673452,-1807.5000468108383,-1129.122485087918,-7898.347001151998,-2319.9335708339736,3694.7005151980593,-5892.26544778663,control
70,25016.867814227622,6662.755152311887,-85634.0297180902,-35925.08517111338,-25130.699281954683,-2154.995809613003,-27468.497283043915,6338.362075149465,444.01640831966876,-3573.419136500701,14377.28954312739,4554.641634648176,-13545.804709363236,-9761.894048456847,-4723.733699776386,-373.52156804950323,-1319.0945857189427,-5815.94484845177,988.3879422734477,3892.5896503391778,control
71,54633.85130800499,6291.665496703093,-68120.35578148597,-37787.919928567135,-4863.1657351091735,-19919.939864661977,-35283.64135342949,8064.940912866068,9288.971473304175,-3752.9214680191667,24632.86649049593,10485.566313933468,-8024.986847201161,-7633.0285815940715,-4243.665428691643,-1522.3005363643417,1484.3914516844127,-7680.820924002148,5.448674739346539,-925.1637561985939,control
72,-23074.161729892025,-59038.99395356873,-60211.81872772451,18570.721413916883,-14733.615086450794,-14232.34931087154,-31777.895675845328,-2400.0845823804502,-5285.437151950909,-17775.71683983016,-8520.2838474389,-241.98232807229772,810.3013437682732,-3004.1014120771497,2307.2343599976766,1523.4676553830534,-8439.438583414329,3597.699010069977,2021.5818673261338,2289.3093321814335,control
73,-61558.654231059845,-88032.58107474417,-73369.66797058862,47246.691438605296,-10305.487142347016,37691.1757905177,-26237.71585848097,-55880.56183051206,12047.418165998803,-45274.10202760329,-11795.88600056761,9017.291270040758,8292.833406485546,13163.053798222136,-5876.848506859576,30.19922326015331,1211.4204624272033,6648.335580647234,6393.805919546082,-5485.14585427811,control
74,1714.278183387484,-53740.483425354694,-83778.75366791204,-29712.90179359095,36228.74490647555,17719.418969163857,-11016.642574982912,-4262.745917517863,3364.772564421052,291.2679204637712,-12524.921621074698,-11447.565829235036,-4597.553800095318,-7608.252150479345,3396.757150690972,-1503.7189456507485,14458.154738017522,-1524.7266186670022,8346.916480955106,2908.1273215043325,control
75,-20380.91447911778,9881.393539815832,-90482.82956769412,-51679.585891828465,-34834.61299203008,-18054.982560752058,-4007.701144050031,-4704.112499607952,5856.40296484514,-2760.3047617528605,18831.81442587488,6277.961699995738,-14466.072184087454,-7304.805132110927,-2717.148454443422,-6131.600537977252,1259.8715910351466,-3233.1096647430572,1327.2554352075813,2912.6157028019734,control
