,tsne1,tsne2,tsne3,Class
0,-38.489070892333984,-14.16910171508789,217.46421813964844,disease
1,49.6036491394043,-82.10842895507812,197.24766540527344,disease
2,-218.33030700683594,48.86294937133789,-27.28009033203125,disease
3,-59.66468811035156,77.1772689819336,81.13540649414062,disease
4,-99.91796112060547,83.2090835571289,-2141.7080078125,disease
5,4.687930583953857,162.84063720703125,187.14010620117188,disease
6,-139.1513671875,-17.32650375366211,101.95852661132812,disease
7,-354.574462890625,189.84779357910156,549.3411254882812,disease
8,131.4629669189453,-73.49337005615234,38.347530364990234,disease
9,-174.88262939453125,-75.42029571533203,-144.6329345703125,disease
10,71.46443176269531,2.049241542816162,-146.34085083007812,disease
11,136.9622039794922,96.99720764160156,170.5916290283203,disease
12,38.30486297607422,1.3510761260986328,-230.54702758789062,disease
13,-58.114662170410156,-94.89246368408203,156.25973510742188,disease
14,-154.8458709716797,-34.52864074707031,200.489990234375,disease
15,-144.05674743652344,126.45601654052734,61.82894515991211,disease
16,-208.17056274414062,13.00698184967041,60.74116134643555,disease
17,4.0956597328186035,198.33126831054688,-83.11809539794922,disease
18,-82.21499633789062,114.47116088867188,-116.44459533691406,disease
19,99.36437225341797,-110.46339416503906,-179.73086547851562,disease
20,-0.14095133543014526,-169.951416015625,31.527063369750977,disease
21,197.08570861816406,24.597808837890625,153.14154052734375,disease
22,82.21353912353516,156.4993896484375,107.4796142578125,disease
23,119.0550308227539,-159.28961181640625,29.593168258666992,disease
24,-46.76601791381836,-203.60699462890625,129.30398559570312,disease
25,-216.89100646972656,79.37696075439453,121.63905334472656,disease
26,47.02113723754883,57.40858840942383,64.20415496826172,disease
27,-124.07251739501953,27.810422897338867,-94.97964477539062,disease
28,-63.905399322509766,-150.16458129882812,-188.4615020751953,disease
29,-100.03140258789062,87.91327667236328,-10.046981811523438,disease
30,-35.37605285644531,-12.07175350189209,72.42308807373047,disease
31,164.67332458496094,155.79869079589844,-89.59456634521484,disease
32,135.11190795898438,92.01667785644531,-172.37132263183594,disease
33,29.44784164428711,-99.53107452392578,90.34053039550781,disease
34,80.25083923339844,-10.741717338562012,-5.388960361480713,disease
35,181.47010803222656,29.154970169067383,-27.286598205566406,disease
36,168.06350708007812,165.45115661621094,77.6522445678711,disease
37,171.48526000976562,629.1678466796875,-786.9094848632812,disease
38,-152.96157836914062,-486.6664733886719,755.8295288085938,disease
39,231.23060607910156,-27.973705291748047,31.537607192993164,disease
40,-81.269775390625,-110.82521057128906,57.1082878112793,disease
41,-171.9852752685547,198.005126953125,124.2966537475586,control
42,-75.13703155517578,-184.61582946777344,-26.067203521728516,control
43,-175.05731201171875,148.16009521484375,-67.81520080566406,control
44,0.9638224244117737,32.67547607421875,-100.96903228759766,control
45,31.442279815673828,123.03849029541016,-137.00477600097656,control
46,12.642865180969238,253.49282836914062,26.973743438720703,control
47,65.67054748535156,-241.47743225097656,16.649600982666016,control
48,99.10513305664062,77.15160369873047,-42.771270751953125,control
49,152.48362731933594,30.009029388427734,59.055057525634766,control
50,237.76727294921875,77.06500244140625,27.293148040771484,control
51,73.34343719482422,110.31748962402344,500.68975830078125,control
52,-48.83683776855469,178.966552734375,92.28355407714844,control
53,176.15130615234375,-114.98301696777344,-64.81864166259766,control
54,-52.45271301269531,-71.07267761230469,-303.1156921386719,control
55,-21.556373596191406,34.71560287475586,-11.024209976196289,control
56,-466.9833984375,-37.31895446777344,88.16864776611328,control
57,140.6425018310547,-31.513290405273438,-97.78263092041016,control
58,-84.45089721679688,-15.049094200134277,-190.05181884765625,control
59,-10.59079647064209,-72.93282318115234,-128.04112243652344,control
60,-158.785888671875,-208.51040649414062,35.84079360961914,control
61,-38.9112548828125,80.74507141113281,-195.58901977539062,control
62,-79.27268981933594,173.08164978027344,-9.329654693603516,control
63,147.51292419433594,-107.95529174804688,123.42142486572266,control
64,-156.16822814941406,-152.8682098388672,-82.3976821899414,control
65,72.77128601074219,5.65571403503418,148.6471405029297,control
66,-123.57459259033203,-6.933456897735596,5.936468601226807,control
67,-2.6565661430358887,124.0244369506836,2.135453224182129,control
68,17.60976219177246,59.778228759765625,164.14450073242188,control
69,-195.07875061035156,-72.76686096191406,-34.754329681396484,control
70,35.41790008544922,17.064620971679688,308.9508972167969,control
71,-189.73049926757812,-101.73394775390625,63.893592834472656,control
72,60.61677932739258,-91.48209381103516,-71.96820068359375,control
73,-4.507906913757324,-67.97663879394531,-16.605993270874023,control
74,303.6062927246094,28.917545318603516,-174.58982849121094,control
75,233.93218994140625,-19.851125717163086,-122.61449432373047,control
76,-4.697913646697998,-175.82701110839844,-106.49453735351562,control
77,85.0579605102539,174.8380126953125,-10.027655601501465,control
78,-110.17327117919922,73.72257995605469,175.13462829589844,control
79,-86.25106811523438,-65.94017791748047,-70.36381530761719,control
80,-105.78955841064453,1.5722748041152954,308.114501953125,control
81,393.81707763671875,-314.93475341796875,-300.9696960449219,control
